baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mst1-TG1	Mst1-TG2	Mst1-TG3	Mst1-TG4	WT1	WT2	WT3	WT4
ENSMUSG00000023092.16 Fhl1	11376.8389010656	3.10030471699169	0.117737997046245	26.3322359371713	8.20031220051359e-153	1.14073797538417e-149	14.620253271123	14.2195744342673	14.1386603131087	14.3070690898511	11.2202448206476	11.5123486674431	11.4725940100246	11.2238194100127
ENSMUSG00000021913.8 Ogdhl	1921.65087378408	-4.03167690261508	0.155775877804041	-25.8812658252951	1.08247513985744e-147	1.38033621584155e-144	8.84460757780936	8.99886935015367	8.49392960164155	8.83504816167608	12.0786104491517	11.9953685462947	11.8402564388626	11.7549897046893
ENSMUSG00000059049.14 Frem1	376.750543219927	4.95729988655782	0.193743980017151	25.5868589368247	2.13653713613027e-144	2.5148685582358e-141	10.0790396386713	9.87036358534651	9.96090334173312	9.8079555032642	7.76798950709502	7.58565644255572	7.64974115499052	7.59373103312321
ENSMUSG00000024501.20 Dpysl3	4905.89104903856	1.86173983731423	0.0741292876311476	25.114767682348	3.43055996276473e-139	3.74960203930185e-136	13.0918982121439	12.9482761393892	12.8917745750741	12.8911926269072	11.1728157639156	11.331790260432	11.1690087341448	11.1760673557473
ENSMUSG00000027750.16 Postn	7930.2762855069	2.52288967189558	0.101773685777485	24.7892139566563	1.17187204885136e-135	1.1954657394349e-132	13.756081762817	13.6611132865914	13.8729948032722	13.6994290892547	11.1491620425292	11.4493401863598	11.2187842582439	11.5452646037568
ENSMUSG00000020458.16 Rtn4	6688.72220610476	1.97599796904819	0.0805649228377685	24.5267779009384	7.65369037917671e-133	7.31979813638512e-130	13.550943842353	13.4742859450644	13.3418317861588	13.2815592251582	11.6365176439842	11.4522917787258	11.5653576625791	11.4850226832452
ENSMUSG00000004610.4 Etfb	7425.29109917918	-1.52722267170401	0.0625212956417273	-24.4272396473615	8.78507880037149e-132	7.90760445901674e-129	11.923193377217	11.9983657603724	11.9429257000775	12.1144476135121	13.4404553573547	13.5228160378239	13.4519377067542	13.4337592476023
ENSMUSG00000028464.16 Tpm2	1731.58562948916	1.94830316591755	0.0805797953383149	24.1785568918062	3.74046332453864e-129	3.17980943289391e-126	11.6987559461789	11.4944220305095	11.500114715835	11.5190174363653	9.87833412160086	9.8720290388706	9.87418884083289	9.99929503263962
ENSMUSG00000022442.16 Ttll1	812.733597464595	-2.25368146036308	0.0946276866852958	-23.8163009084029	2.2639820704203e-125	1.82333966534586e-122	8.98616023969781	8.97566095137776	8.9906404131277	9.05784763299599	10.702592604756	10.6590736698924	10.7225880878004	10.4714044174239
ENSMUSG00000057604.9 Lmcd1	3020.18679288353	2.74654657084658	0.116131355213874	23.6503446101044	1.17071820066075e-123	8.95716495325543e-121	12.7539230720988	12.2291666571383	12.294046524634	12.3845309603896	10.0011578043382	9.97744908905552	9.99665526648764	10.0675493598061
ENSMUSG00000041889.7 Shisa4	681.696330583833	3.55587218112389	0.150827396159141	23.5757711906132	6.83236443517801e-123	4.97851621843304e-120	10.7585346740034	10.4887328607091	10.4198973300738	10.5521168350173	8.27359375830018	8.48951355519412	8.15038922211951	8.29292726677536
ENSMUSG00000037139.15 Myom3	444.61125187115	4.13326907709418	0.182025618189934	22.7070734229361	3.814123623963e-114	2.6528963497219e-111	10.382715897537	10.0847380526802	9.97145975848104	9.87147823662918	7.92427997249997	7.98345795928247	7.88164053920825	7.83471560862098
ENSMUSG00000027254.13 Map1a	1509.6482465145	3.02106357862061	0.134956250740207	22.3855031689951	5.44870860831338e-111	3.62504952714832e-108	11.7715014498711	11.6504557915532	11.3721096114662	11.2462374836182	8.99944290763728	9.15970326940907	9.2138070594622	9.19172490123388
ENSMUSG00000032911.6 Cspg4	1671.09927425184	1.37373215744432	0.0614636022069105	22.3503359406076	1.19838793384357e-110	7.6407217348643e-108	11.4406201721483	11.4029686396512	11.3573211464366	11.3286447388237	10.2299190130997	10.169939989756	10.2082688018865	10.2154096012706
ENSMUSG00000020325.10 Fstl3	425.668177602359	2.50687451171447	0.112782741361839	22.2274656693412	1.86362985834347e-109	1.14069056369487e-106	10.0108159153799	9.84165678547668	9.99363005415748	9.840819766925	8.44793012183083	8.38938785021203	8.41645838941953	8.40468567728398
ENSMUSG00000021456.8 Fbp2	427.013303668835	-3.74208434974672	0.174528176408072	-21.4411473652094	5.5235048458284e-102	3.25079504426408e-99	7.97699975133139	8.11414290726275	7.92802201869315	7.9747350774628	9.72551842255988	10.254380156222	9.98911996724595	10.0870938602432
ENSMUSG00000028626.5 Col9a2	359.035650359583	4.62503612361551	0.221221422976141	20.9068184328347	4.64171512846986e-97	2.63064907021651e-94	10.1018552995934	9.57644931591244	9.78007487551426	9.97172982771687	7.60628569366735	7.71664302724996	7.64974115499052	7.84523183003344
ENSMUSG00000031740.8 Mmp2	9379.77439772133	1.46117710432846	0.0709751773957838	20.5871567770856	3.57756431457066e-94	1.95513889791287e-91	13.8073688369313	13.8304529045507	13.8134415854176	13.6442845694165	12.3379744474649	12.2432008264626	12.4098650062557	12.4444618956567
ENSMUSG00000015843.10 Rxrg	745.624757708399	-2.00494360847312	0.0980624326945894	-20.4455830166626	6.57677761901133e-93	3.4702707284866e-90	9.16185671631685	9.07690048457271	8.91160345860511	9.03375756103779	10.4078204112622	10.5200692176715	10.5169540776021	10.5477470890159
ENSMUSG00000039137.18 Whrn	637.409361559402	-2.3337886258718	0.114899417306101	-20.3115792976947	1.01584910702919e-91	5.18150767858687e-89	8.88673054208896	8.82651136405952	8.62344086346668	8.72213680065307	10.3228538601396	10.4926370180474	10.2971563285694	10.3267127036147
ENSMUSG00000032314.14 Etfa	7650.47362780866	-1.24407098279586	0.0613599164441068	-20.2749784369262	2.13885627826382e-91	1.05576705709655e-88	12.1898332811429	12.3116615490061	12.1221908013567	12.288653421652	13.4088139820869	13.4590854031299	13.3956118708585	13.4482895926684
ENSMUSG00000027406.13 Idh3b	10199.8745135071	-1.29538630228312	0.0642003234824599	-20.1772550669006	1.55124626727155e-90	7.41786574430914e-88	12.6553641986632	12.6244446378736	12.457752526915	12.616966319016	13.8826546846873	13.895773616328	13.8427840289666	13.7727628317078
ENSMUSG00000026853.15 Crat	8794.73588561477	-1.41744767096258	0.0705069069496969	-20.1036711477622	6.85315139968177e-90	3.17778553690698e-87	12.2261187314841	12.3945382054493	12.2478396380571	12.3373895645742	13.5334413146182	13.7306856450042	13.7319787723649	13.6874147904007
ENSMUSG00000006221.7 Hspb7	52913.4165717941	1.39203970130112	0.0693464247791645	20.0737053962639	1.2530499293522e-89	5.63946177027863e-87	16.3393431213757	16.242667690074	16.1127897111659	16.218595426005	14.8701457698122	14.902737122708	14.8863430363274	14.7199225877849
ENSMUSG00000000399.10 Ndufa9	6674.43166890758	-1.1704154248519	0.0601238893031265	-19.4667284238885	2.10280098998036e-84	9.19344592819412e-82	12.0870649511979	12.1585704840107	11.9697114191811	12.1481540920046	13.2325885306546	13.2290702298913	13.1957742625473	13.2007591683289
ENSMUSG00000026259.14 Ngef	208.320338584758	5.12174263504986	0.264120029093265	19.3917237274016	9.06475384059096e-84	3.85302397968675e-81	9.49995003379724	9.21517064495875	9.36323273152285	9.21723743007515	7.51160679759736	7.55162946890472	7.49524167127575	7.31667050649968
ENSMUSG00000026895.7 Ndufa8	4570.08172254906	-1.05795529389705	0.0547091041352613	-19.3378288791092	2.58115963119683e-83	1.06748391017767e-80	11.6266354765793	11.6215343762087	11.61681453661	11.7524145061845	12.6662225705817	12.6522819605877	12.6489647115139	12.6414352510727
ENSMUSG00000013593.12 Ndufs2	13666.7869647878	-1.08528659740506	0.0561846877872832	-19.3164123562275	3.90891851291488e-83	1.57405976538483e-80	13.1743131404637	13.1044042480369	13.0512386411167	13.219540607585	14.2173218743407	14.1906961479712	14.1602495651389	14.2374133571104
ENSMUSG00000024486.6 Hbegf	920.130383158826	1.86782877696742	0.0972087276358188	19.2146201518553	2.7927047770167e-82	1.09574278199768e-79	10.9124437560565	10.676899030738	10.6308113715406	10.6869719303269	9.3564801562592	9.33880660498386	9.24553257756035	9.28629155286277
ENSMUSG00000030246.11 Ldhb	15684.9415161889	-1.20111439874659	0.0625651549838283	-19.1978170446002	3.85975970726839e-82	1.47655107601552e-79	13.2235625094952	13.3576035370842	13.1382512384365	13.2895245578936	14.4843398826516	14.4375939355597	14.3917866180519	14.4185406703173
ENSMUSG00000025465.13 Echs1	4516.53026506037	-1.27587337178281	0.0667606031740918	-19.1111720254491	2.03839053587404e-81	7.60767121462061e-79	11.4877431982017	11.572301005501	11.3607854412478	11.5758038051772	12.7026824322879	12.6675738352186	12.703414797021	12.7272507654291
ENSMUSG00000038462.3 Uqcrfs1	12101.6803071968	-1.23899551760229	0.0649747304199191	-19.0688827732705	4.5798524747496e-81	1.66859291830044e-78	12.9517235319248	12.8253237266664	12.7329877255497	12.9431226301903	14.0673792059771	14.1129863514693	14.0513603000941	14.0699382912428
ENSMUSG00000041736.7 Tspo	1503.69629151755	1.40187176731154	0.0735582690439673	19.0579765610527	5.64147520039193e-81	2.00757798875343e-78	11.2948679847161	11.2179074804149	11.3161041618761	11.1778713282173	10.083505108993	9.98409057717922	10.0526316308092	10.1541412386568
ENSMUSG00000027984.8 Hadh	8335.68283612493	-1.56907979446141	0.0835065753152222	-18.7898951494349	9.13596936738983e-79	3.17724098317725e-76	11.9472631972952	12.2934598928083	12.0484282964317	12.1836581091784	13.6317046589499	13.7000388311009	13.5843122260919	13.6267317639423
ENSMUSG00000002500.15 Rpl3l	1304.2186302591	-2.74451572695519	0.146280604879635	-18.7619932882659	1.54495645534276e-78	5.25353859547888e-76	9.34372929138025	9.20541921240801	8.90282972767375	9.16463499219711	11.0917128297051	11.4463825155617	11.1657160003349	11.4732291464082
ENSMUSG00000064358.1 mt-Co3	390085.121706366	-1.13289244106441	0.060406315526826	-18.754536362366	1.77761044532317e-78	5.91325979007287e-76	17.8554377877759	17.9373131944299	17.8210214102826	17.9809930756348	18.950084556639	19.096959016934	19.0044464390426	19.0724438337996
ENSMUSG00000033684.14 Qsox1	2076.66432502951	1.21623858081216	0.0648811061284619	18.7456511361575	2.10084586919048e-78	6.83981776390482e-76	11.5964925112547	11.6517372707626	11.6085184894245	11.6520443700955	10.4869201627491	10.5755716825245	10.6497425042285	10.4984268053955
ENSMUSG00000018574.14 Acadvl	15938.3880320007	-1.48772735783401	0.0794092573891686	-18.7349360357692	2.56950363699429e-78	8.19136346943472e-76	12.9409353245729	13.257925903862	13.0307721774168	13.060431015488	14.4478343033751	14.6183746684978	14.523959744532	14.5503334078509
ENSMUSG00000031782.15 Coq9	5557.81648015948	-1.16194851939345	0.0620720453849476	-18.7193528453507	3.44308833160163e-78	1.07522729898302e-75	11.8651830314828	11.867055722131	11.73392711811	11.9309174811219	12.9055335165613	12.9917719939049	12.9373973401904	12.9874003662781
ENSMUSG00000025221.16 Kcnip2	2533.13347822306	-1.70366870299937	0.0913317673370062	-18.6536268012091	1.1799478522847e-77	3.6111124071321e-75	10.3836912875422	10.664193060528	10.372286921042	10.5414003976585	12.0392135718859	11.9994052948594	12.10085356895	11.9120429240055
ENSMUSG00000068699.12 Flnc	18104.3860406675	2.28863245354428	0.122796774691878	18.6375616076799	1.59340310260963e-77	4.7808341717907e-75	15.1862476051763	14.9131216136746	14.6487248131094	14.7453180662891	12.5373967185821	12.7790109223659	12.7844174801779	12.4590335527426
ENSMUSG00000090084.7 Srpx	400.002214212922	2.58387158939528	0.13870619836069	18.628378687708	1.89168345901305e-77	5.56664236342647e-75	10.0272446911677	9.6746981335334	9.84349164259034	9.8901228322884	8.23111393333174	8.38353961276739	8.39543230869238	8.37642405422172
ENSMUSG00000002265.17 Peg3	1598.37727371805	1.44167861782057	0.077786432927389	18.5338054923579	1.10209841215282e-76	3.18194526467217e-74	11.202922538304	11.3375321308327	11.4628506702321	11.3517089678253	10.0932916721073	10.153893762358	10.0994883283957	10.1181006855575
ENSMUSG00000059734.7 Ndufs8	3176.78912120416	-1.11929029404595	0.0604041925028226	-18.5300100484523	1.18264854928161e-76	3.3512755742791e-74	11.1846938880331	11.059274630002	11.1073345317411	11.2130220415542	12.1536524480589	12.2014206450391	12.1311463008563	12.1982925768736
ENSMUSG00000022474.15 Pmm1	888.540167495112	1.8917802190957	0.102189740996233	18.5124279663792	1.63941896204912e-76	4.56116162859557e-74	10.6792297521409	10.6961639350766	10.7844539594641	10.6053762441314	9.42844791004745	9.13509416953841	9.24553257756035	9.22025500082647
ENSMUSG00000030116.14 Mfap5	3958.68279197788	2.24801444613662	0.121480017592495	18.5052199587062	1.87412302118328e-76	5.12104115538333e-74	12.5827617181018	12.5210913120384	12.975804479335	12.8026710140074	10.4484637556806	10.7828809143868	10.6459530918117	10.7861977388723
ENSMUSG00000016918.15 Sulf1	2025.80690264147	1.46016877124541	0.0791347736976972	18.4516705238004	5.05578099571608e-76	1.35725545256925e-73	11.6561593800588	11.5119400618019	11.7293447442201	11.7240525976883	10.3228538601396	10.4008606629094	10.3235992089072	10.4679901195625
ENSMUSG00000075307.3 Klhl41	3440.40475101385	2.32180661392561	0.126735966351547	18.3200292763402	5.72820184173345e-75	1.51125766521043e-72	12.8874529397402	12.5879159847177	12.2963700110112	12.3504000262202	10.4430390942237	10.5503096544454	10.4202423864028	10.3858935199443
ENSMUSG00000042485.7 Mustn1	815.463944023945	2.17747644264585	0.119197493580242	18.2678039381759	1.49340767421982e-74	3.87324139506977e-72	10.6609012110823	10.7691397594817	10.6447431596364	10.4468871735052	9.08448141694324	8.88919061780701	8.99883249662418	9.18013550644748
ENSMUSG00000059447.13 Hadhb	22853.9367778359	-1.41586712009675	0.0780531998706274	-18.1397703418123	1.54676141477519e-73	3.944757194815e-71	13.4980735069329	13.8068162436766	13.6346357579431	13.5841442642977	14.9222671524743	15.058843894652	15.0666874972603	15.0763800213295
ENSMUSG00000031636.7 Pdlim3	1376.45847301817	1.7098759164234	0.0944930197645781	18.0952616466636	3.47290789704272e-73	8.71187485910619e-71	11.3846629142688	11.190501410453	11.146320513292	11.0957844436679	9.81854293694598	9.88097756853641	9.80347519492484	9.68281342643857
ENSMUSG00000031375.17 Bgn	14657.6537408636	1.97590485569169	0.109558427998666	18.0351698339058	1.03177954782716e-72	2.54649849045988e-70	14.6181519411297	14.3601620835156	14.6858512006496	14.426422193735	12.4646805074684	12.6458621550871	12.4165112048061	12.8319213882224
ENSMUSG00000064339.1 mt-Rnr2	55825.1153192765	-1.71605799526537	0.095538600130719	-17.9619336364297	3.87085257025127e-72	9.40187079841031e-70	14.585419851371	14.8810741282587	14.7639880270914	14.4699998870389	16.333083494236	16.4138503540506	16.5089847276299	16.2934864278549
ENSMUSG00000001334.9 Fndc5	3986.4310078744	-2.17669586692016	0.122032941965898	-17.836953136215	3.65066942089984e-71	8.7285224185327e-69	11.003606823308	10.670983686989	10.4256186293578	10.7626106683279	12.6745068137376	12.8539946499086	12.6863326658367	12.6959972432993
ENSMUSG00000026042.16 Col5a2	5260.40797040224	1.46293420332513	0.0821855203633713	17.8003886433642	7.01801577074449e-71	1.65214888190665e-68	12.9369922407371	12.8567350667787	13.1083096140185	12.9372187809462	11.44287246864	11.6666442899854	11.5361160522647	11.6611402424612
ENSMUSG00000026208.9 Des	58973.1224751292	1.43910682090875	0.0810242210674002	17.7614397515975	1.40581777659062e-70	3.25936721475602e-68	16.4871124823136	16.5107663106486	16.2799327546561	16.30440247962	15.1181347708385	14.918315772468	14.9465285235944	14.8759721211846
ENSMUSG00000025651.14 Uqcrc1	19842.2376539515	-1.31440825822723	0.0740697469859864	-17.7455481044901	1.86570869320406e-70	4.26105588409082e-68	13.5728107354074	13.5313549292543	13.3074494281143	13.6000299814004	14.8375347562117	14.8166274100077	14.7495108671223	14.8034730355027
ENSMUSG00000009863.14 Sdhb	9844.56382920165	-1.2208088152623	0.0688686992160492	-17.7266135292098	2.61307326933381e-70	5.88018340696265e-68	12.6234106885302	12.5715543819264	12.4417509130579	12.7176374869749	13.7817090169104	13.7751157072929	13.745342348119	13.807100001052
ENSMUSG00000019899.17 Lama2	6903.00182462314	0.91613879751559	0.0517517911812136	17.7025524451443	4.00726450169153e-70	8.88683498621505e-68	13.2195107577395	13.134309619705	13.1467134608886	13.2214849117082	12.2779077522191	12.3620421293078	12.2746465924191	12.2855348912475
ENSMUSG00000026568.6 Mpc2	4285.14245797252	-1.15423229032257	0.0654945650506688	-17.6233293469408	1.63116359744907e-69	3.56572362402366e-67	11.5158221609072	11.4533499248515	11.4646910325282	11.6012419277758	12.6207411450323	12.6744026069618	12.5051777181663	12.5642599510464
ENSMUSG00000036880.10 Acaa2	12886.3511325069	-1.60484841344956	0.0911097708900455	-17.6144490077397	1.90838276486489e-69	4.1129680377412e-67	12.4529871552589	12.8843955113395	12.6546850716993	12.7614495655995	14.2082400018674	14.2836575321058	14.2610318926609	14.2975192614457
ENSMUSG00000022110.13 Sucla2	8718.38765755655	-1.29080865004875	0.0733932899642617	-17.5875567191129	3.06824454435888e-69	6.52087194691382e-67	12.4418967018931	12.4198022153866	12.2078027137838	12.4282552736259	13.6368938206207	13.7181379304601	13.5720918151928	13.5715541299682
ENSMUSG00000005510.9 Ndufs3	4396.65261601548	-1.04513288133654	0.0594517939327741	-17.5795011756641	3.53674100550693e-69	7.41359052962562e-67	11.6006592370293	11.611470446297	11.5201610330207	11.7098572667757	12.6162086410258	12.6104285576518	12.5659696960829	12.585768207268
ENSMUSG00000049871.14 Nlrc3	275.037406974922	3.125194646728	0.177895998117805	17.5675376612939	4.36720477878461e-69	9.03067128715704e-67	9.38854140288135	9.69861798994592	9.57362112479378	9.4006840021635	7.86000687030634	8.06886889170603	7.90015988417578	8.07014978395478
ENSMUSG00000027875.12 Hmgcs2	922.455424505891	-2.40142614378596	0.136792143574038	-17.5552928775197	5.41867707385749e-69	1.10555462112223e-66	8.77532194002142	9.05233780467121	9.2339825185643	9.04986821152681	10.9127050798939	10.7398882862016	10.8887135620447	10.7266651491626
ENSMUSG00000024803.9 Ankrd1	36922.6825954783	2.64399845977978	0.150678461911355	17.5472886186962	6.23881283079999e-69	1.25613570969607e-66	15.9035857616539	16.0344782110044	16.1149654595796	15.7811774325675	13.5032794496904	12.9722032080888	13.7230748700385	13.0740078805435
ENSMUSG00000116066.1 Gm49477	170.126197133171	-3.68541429492444	0.21011695637306	-17.5398233371562	7.11482264637103e-69	1.41390930045155e-66	7.6857159765902	7.78784181256226	7.52598369365334	7.64906020458741	8.9611705930176	9.11000651346778	9.08741926220988	9.23149469823206
ENSMUSG00000043415.5 Otud1	2851.09833151551	2.70655252888908	0.154323048020354	17.5382262313282	7.3176004049659e-69	1.43556309483062e-66	12.8040367781137	12.2918186190298	12.0187078381901	12.1396541646478	10.0537280372929	9.92314494059541	10.0322688360435	9.87811765419064
ENSMUSG00000026260.12 Ndufa10	8517.88383783579	-1.16662196383711	0.0666507219633534	-17.5035157830481	1.34692342209018e-68	2.60893951959797e-66	12.5045317262021	12.4072255777888	12.299204748257	12.4936365277263	13.5678098710093	13.6066325342785	13.4753251747155	13.5739177050042
ENSMUSG00000016541.10 Atxn10	2390.86351228039	1.26850343636162	0.0724810534036416	17.5011727450679	1.40349381829648e-68	2.68453280094659e-66	11.8032907663898	11.9105064165345	11.839740245632	11.7604708951522	10.6003027468123	10.7987911343497	10.6469013913469	10.7266651491626
ENSMUSG00000024953.17 Prdx5	5208.96293806696	-1.07514985368014	0.0615217501471069	-17.475930888008	2.18549486599061e-68	4.12869659745534e-66	11.7329344919911	11.8589454746742	11.7892745166911	11.8912966506293	12.9078774003628	12.834256770712	12.8388161327426	12.7725531760498
ENSMUSG00000024962.13 Vegfb	4460.6443083537	-1.00175744138576	0.0573907078371424	-17.4550459323214	3.15124088636625e-68	5.88052293209468e-66	11.7138331373468	11.6341240775259	11.5756985132506	11.7039009419339	12.5715614363952	12.6461194970197	12.6185489502647	12.5663725032532
ENSMUSG00000022956.11 Atp5o	14368.6992600589	-1.07392451755493	0.0616981811705842	-17.4060968602255	7.41716306201659e-68	1.36743890572262e-65	13.2250453042092	13.2126939993517	13.098287905747	13.3214711645103	14.3214065238827	14.2615814919093	14.235510745217	14.2575648479854
ENSMUSG00000039542.16 Ncam1	577.003394228506	2.02512891260653	0.116766148211413	17.3434590729146	2.210261436725e-67	4.02635958390071e-65	10.2962090661681	10.2456637524967	10.1696714628943	10.0827270315685	8.88780379726495	8.95888664898368	8.743211468809	8.70541481300849
ENSMUSG00000064337.1 mt-Rnr1	22124.6272773087	-1.38271754761234	0.0798150490391965	-17.3240205231635	3.09927326764615e-67	5.57942112253193e-65	13.6560078626629	13.7843420180645	13.5353504501523	13.45506602133	15.0134479393402	14.9855715895847	15.0118165045607	14.8936861098658
ENSMUSG00000034566.10 Atp5h	11135.4771629886	-1.11526993769749	0.0644693391762374	-17.2992301758937	4.76716345050494e-67	8.48222501391006e-65	12.8144629342071	12.8368083221816	12.7400203402236	12.934342451195	13.9985943336477	13.9404022208299	13.9010831200496	13.8356136095197
ENSMUSG00000029776.11 Hibadh	3020.92934453752	-1.05604734817165	0.0610593319128734	-17.2954291356896	5.09223897610979e-67	8.95648744970484e-65	11.1673562163726	11.1248501614475	11.016630502956	11.1512231396613	12.0555250860855	12.0994469034052	12.044023141891	12.1349154806754
ENSMUSG00000021577.14 Sdha	20134.1114787748	-1.23506969335398	0.0715347278909703	-17.2653161585575	8.58324638863305e-67	1.49250950271435e-64	13.6170124970426	13.6878634259201	13.4097810348976	13.6025896370521	14.8342532733857	14.8552437851374	14.7584708291143	14.749204788594
ENSMUSG00000053898.12 Ech1	16884.7108462411	-1.85292563882071	0.108321539177054	-17.1057912664265	1.34364539980355e-65	2.31016425930269e-63	12.5615722415989	13.1124811537517	12.9381248551108	12.8899705397263	14.5847817211803	14.7729497564067	14.7319770951278	14.7243618533808
ENSMUSG00000002781.19 Tmem143	1308.91346997386	-1.47355837027167	0.0862176524124607	-17.0911446674777	1.72749366871135e-65	2.93712312429124e-63	9.80130334338844	9.98097881972634	9.78158326721247	9.93221623934192	10.9961876562707	11.1185146702437	11.0589857371354	11.1857458734758
ENSMUSG00000031659.13 Adcy7	1231.95531500495	1.68544173933952	0.0986716691935365	17.0813137460325	2.04462926380445e-65	3.43812274667426e-63	11.1239417189836	10.9325264095874	11.2141479667381	10.9547334331063	9.58004904261957	9.77920886118388	9.69758632324894	9.71637498797757
ENSMUSG00000029545.13 Acads	3143.95575368223	-1.13752045988459	0.0668615303811047	-17.0130784234346	6.5693379461394e-65	1.09265227447636e-62	11.1435267737922	11.1254663457739	11.0390778567128	11.1611292024325	12.0920798406415	12.1277469728246	12.1445561942991	12.2791074605559
ENSMUSG00000118383.1 Gm50321	2126.63941709882	-2.28536478946115	0.134580064427842	-16.9814511471459	1.12665517252383e-64	1.85377176881287e-62	9.83921414193393	10.2284091511262	9.65535587533524	9.91132900553288	11.7411293378096	11.9576895230161	11.901195196056	11.9420667007054
ENSMUSG00000002804.4 Nudt14	2810.64760783172	-1.17323272928949	0.0691137080353062	-16.9753984070737	1.24903752574185e-64	2.0332736403087e-62	10.9489540564014	11.056045014446	10.8642480610206	10.9405775613386	12.0100341177267	11.9304611092435	12.065686368	12.0727151595876
ENSMUSG00000024442.6 Dele1	2475.00294505267	-1.24849203912497	0.0735913385455267	-16.9652035660773	1.48583876875534e-64	2.39329524626254e-62	10.7404463123109	10.8646735089985	10.636564521133	10.7479557253719	11.9125527539661	11.9325739868385	11.8022453744241	11.830829085353
ENSMUSG00000101249.1 Gm29216	87812.6780128495	-1.31093877329932	0.0773834167699977	-16.9408230861109	2.24955028996067e-64	3.58568943093522e-62	15.598244332242	15.8111757662627	15.5678140370013	15.5263823456525	16.8846592726167	17.0108282990759	16.8534148487456	16.9913173239834
ENSMUSG00000021764.8 Ndufs4	2445.20092197122	-1.17383136100844	0.0693531531521244	-16.9254216666065	2.9224659228286e-64	4.61026531454879e-62	10.7881811947338	10.6878198931945	10.7628501845148	10.871886602836	11.8096602482482	11.9287685712014	11.8043601722455	11.7866232951798
ENSMUSG00000025776.13 Crispld1	294.076993731133	2.57695297573256	0.152276539899072	16.9228495567377	3.05295332654602e-64	4.76696855130686e-62	9.72063733694819	9.51195852798885	9.5806230048942	9.32731460171824	8.19959397450532	8.19744836496037	8.16388818753151	8.1383554677741
ENSMUSG00000036545.9 Adamts2	3400.45999259036	1.3298860921786	0.0786474160604247	16.9094696150837	3.83140729812724e-64	5.92203984605486e-62	12.3385418809319	12.2075654255039	12.3829677298874	12.3605227340237	10.9580872078223	11.1545243637017	11.063949281934	11.2069471174802
ENSMUSG00000029632.7 Ndufa4	9995.55911411981	-1.09429061251151	0.0649223110597549	-16.8553859936427	9.57807338237166e-64	1.46563678897051e-61	12.6748333342588	12.676510949655	12.6039108337811	12.8233053981679	13.7809634759566	13.8227769111785	13.7220697328621	13.7138513102012
